ID,Name,Country,City,Corners,Length,Laps,OfficialName,Sector1,Sector2,Sector3,IsStreet
0,Albert Park Grand Prix Circuit,Australia,Melbourne,14,5.278,58,Formula 1 Australian Grand Prix,M 202.532044 234.083738L 154.919235 234.32251L 151.818494 233.833757L 150.2337 233.326888L 148.962797 232.714054L 147.829475 231.880734L 146.495949 230.386404L 145.713636 229.236025L 143.127374 224.811154L 141.287142 222.338421L 139.291381 220.475913L 137.047019 218.809663L 135.668207 217.994347L 132.004083 216.581924L 129.683209 216.106783L 126.657926 215.764224L 122.791044 215.752449L 113.633239 216.227827L 105.708717 216.278957L 98.245836 216.059538L 90.364266 215.565345L 85.713572 215.127548L 80.65319 214.537723L 74.584233 213.629396L 65.519276 211.977825L 57.236908 210.183892L 51.47634 208.846319L 48.89275 208.099129L 47.918958 207.703223L 46.770411 207.103669L 45.614808 206.269961L 44.913455 205.589058L 44.161259 204.628659L 43.420731 202.999803L 43.305708 201.927938L 43.610874 200.40649L 44.7248 198.520251L 48.096807 194.321969L 50.386505 191.475551L 51.408969 189.721447L 52.13199 187.884106L 52.477385 185.973308L 52.410759 184.044173L 52.184715 182.948082L 51.791363 181.860214L 50.763893 180.070329L 50.208345 179.336249L 48.752852 177.806357L 45.578038 175.176597L 38.131876 169.530173L 35.67364 167.34755L 32.898289 164.17869L 31.800473 162.588174L 30.79684 160.70955L 29.777092 157.838798L 29.432137 155.893661L 29.372399 152.292995L 29.848926 147.977307L 30.914004 141.866508L 31.914739 137.526537L 33.227421 133.192011L 35.480886 127.313699L 41.791923 111.799486L 43.139445 108.022786,L 45.855046 98.653215L 47.316092 96.672736L 49.741149 95.009981L 52.764374 94.193492L 54.495306 93.989675L 58.788599 93.195356L 60.179411 92.684704L 63.496523 90.992942L 65.963422 89.486938L 72.219185 85.439292L 76.302827 83.24827L 80.635515 81.473936L 85.223529 80.395009L 90.074315 80.223359L 92.789596 80.449064L 96.633863 81.117961L 98.531382 81.585712L 102.032476 82.761258L 106.322883 84.686109L 109.358058 86.377306L 112.323665 88.223311L 118.313556 92.384406L 122.925859 96.298569L 124.174147 97.568525L 126.381837 100.058816L 132.230872 107.181848L 133.851786 109.450155L 134.998501 111.431576L 143.570444 129.835636L 147.417891 139.899271L 148.443028 141.822848L 150.88654 145.487412L 153.758854 148.847419L 157.189382 152.150303L 161.878699 156.121532L 163.638304 157.467279L 167.33927 159.961346L 169.51284 161.21402L 172.008915 162.505756L 177.185542 164.735828L 179.577208 165.624545L 185.484804 167.477325L 189.592565 168.373707L 192.115921 168.740939L 205.962761 169.060647L 213.314566 168.620611,L 219.210211 167.965705L 220.271907 167.794783L 224.143789 166.881664L 227.362771 165.065602L 228.904777 163.554598L 233.723772 157.542757L 235.973241 155.085689L 237.434731 153.718156L 238.823932 152.661403L 242.553453 150.965696L 245.493052 150.470934L 247.100071 150.342964L 256.404458 149.769845L 265.966838 149.100932L 273.017253 148.689068L 278.455982 148.672558L 280.726402 148.845921L 283.761853 149.24438L 287.293396 149.952395L 291.286248 151.04737L 296.214217 152.838473L 298.636389 153.894887L 304.404904 156.692509L 324.933717 167.493092L 328.819549 169.611479L 332.073265 171.551667L 339.228151 176.646934L 340.367752 177.758971L 341.462846 179.50546L 341.702169 180.479195L 341.554922 181.891957L 341.076557 183.120629L 339.452205 186.156971L 336.638468 190.933358L 325.365073 209.180471L 323.83757 211.137502L 321.753798 213.040245L 319.671915 214.196351L 317.309701 214.812635L 314.609701 214.988393L 311.316647 214.663448L 307.298791 213.724057L 305.702662 213.228134L 300.49753 211.354183L 292.625903 208.374975L 289.830051 207.657513L 287.465002 207.159313L 285.672281 207.072299L 283.970689 207.51066L 283.350353 207.934462L 282.589713 208.734722L 282.141798 209.495863L 281.826796 210.303902L 281.554526 212.494585L 281.876867 215.096844L 282.737198 218.800639L 282.94296 220.420161L 282.915735 221.979894L 282.423425 224.645944L 281.511259 227.104066L 280.455566 228.846446L 277.975055 231.132316L 274.948386 232.78457L 272.07919 233.715191L 266.810938 234.18045L 257.817274 234.19063L 231.820963 233.993183L 217.445248 233.965141L 206.35514 234.050171L 206.35514 234.050171,1
1,Circuit of the Americas,USA,Austin,20,5.513,57,Formula 1 United States Grand Prix,M 53.405852 181.681927L 94.055762 212.822387L 113.620985 227.82922L 126.135216 237.714268L 130.813114 241.555607L 133.425225 243.262869L 135.473939 243.809193L 136.822676 243.911629L 137.642162 243.79212L 139.12748 242.972635L 139.639659 242.392166L 140.032329 241.743406L 140.339636 240.719049L 140.407926 240.053217L 140.373781 238.926424L 139.793312 234.743632L 139.161625 232.148593L 138.47872 230.390113L 134.876397 222.519635L 133.356934 218.302698L 132.230141 213.658945L 132.09356 212.412644L 132.298432 208.912757L 132.759392 206.403082L 133.937403 202.459306L 134.739816 200.769117L 136.037336 198.481386L 137.249492 196.739978L 140.442072 193.462035L 143.002965 191.481611L 146.776014 189.057299L 155.653777 184.396474L 159.768278 181.716072L 162.090155 179.957592L 166.341237 176.474778L 168.663113 173.469997L 171.480096 168.433574L 173.084922 165.633664L 176.550664 161.092347L 179.401792 158.941197L 184.011399 156.755901L 186.350348 154.997421L 188.877096 151.224372L 189.799018 148.987859L 191.728224 141.151526L 192.428201 139.375973L 193.640357 136.985807L 195.142748 134.920019L 197.293898 132.803015L 199.854791 130.873808L 202.347394 129.38849L 206.837493 127.630011L 211.395883 127.373921L 215.066496 128.176334L 217.951769 129.286055L 220.341936 130.395775,L 224.575946 132.717651L 228.109978 133.963953L 230.619653 134.476131L 234.170758 134.27126L 236.52678 133.110322L 239.173036 131.385987L 242.297326 128.551932L 244.960654 125.171553L 248.64834 121.125342L 249.706843 120.254638L 251.106798 119.435153L 253.087222 118.718103L 254.89692 118.530304L 256.72369 118.70103L 258.687041 119.247354L 259.694326 119.725387L 261.333297 120.78389L 262.477163 121.705811L 265.225855 124.488648L 267.189206 125.666659L 268.70867 126.12762L 270.433004 126.332491L 271.747596 126.332491L 275.845025 125.922748L 278.132756 125.581296L 284.193536 124.095978L 289.468976 122.713096L 292.593266 121.722884L 296.980929 119.81075L 301.556391 117.505947L 304.475809 115.064562L 305.90991 113.664607L 309.426869 109.806195L 329.606707 84.794806L 338.569833 74.278071L 340.208804 71.683033L 340.908782 70.146497L 341.233161 69.087995L 341.216089 67.261224L 340.823419 66.339303L 340.396603 65.827124L 339.884424 65.400309L 339.218592 65.024711L 337.630839 64.546678L 336.350392 64.461315L 333.840717 64.683259L 331.621276 65.093002L 329.453053 65.707616L 325.287334 67.175861L 313.592589 71.426944L 298.22723 76.668238L 285.286184 80.372997L 274.871886 83.155834L 263.706392 85.955744L 252.387244 88.584927L 241.051024 91.026312L 227.170984 93.740859L 213.581178 96.113953L 206.717984 97.240746L 200.076735 98.077304L 183.618729 99.818712L 149.524706 103.182018L 146.912595 103.899068L 144.86388 105.196587L 143.993177 106.152654L 143.446853 107.723335L 143.42978 109.413524L 143.907814 111.086641L 144.624864 112.589032L 145.819947 114.449947L 146.912595 115.83283L 149.678359 118.63274,L 154.783073 123.498436L 156.678134 125.444715L 157.941508 126.91296L 159.529261 129.217764L 160.519473 131.181116L 161.134088 134.083461L 161.117015 135.841941L 160.809708 137.156533L 159.768278 139.102812L 158.521977 140.417403L 157.087877 141.100308L 155.346469 141.339325L 154.236749 141.37347L 152.034381 141.236889L 150.685644 140.810074L 148.688147 139.836934L 146.332126 137.822365L 145.222405 136.644354L 144.14683 135.210254L 140.544507 128.500714L 137.915324 124.949609L 135.371503 122.474079L 133.0667 120.937543L 131.513091 120.305856L 130.283863 120.032694L 128.798545 119.964404L 127.535171 120.169275L 126.391305 120.561946L 124.940132 121.50094L 123.898702 122.849677L 123.727976 123.361855L 123.625541 124.266704L 123.94992 126.19591L 124.649898 127.851955L 126.323015 130.412848L 128.337584 133.127394L 135.047124 141.783213L 136.890967 145.146519L 137.608017 147.058653L 138.256776 149.414674L 138.8031 152.180439L 138.990899 155.355946L 138.529938 159.846045L 137.181201 163.858111L 135.388576 167.153127L 133.493515 169.406713L 130.744823 171.609081L 126.340087 173.794376L 123.301161 174.869951L 121.628044 175.330912L 117.957431 175.70651L 115.908716 175.621147L 113.620985 175.365057L 110.85522 174.887024L 108.686998 174.323628L 103.257904 171.916388L 99.979961 169.799383L 93.031405 161.587453L 88.575451 153.682829L 86.987697 151.207299L 84.187787 147.741557L 82.412235 145.897714L 80.892771 144.651413L 77.222158 142.517336L 73.346673 141.731995L 70.4614 141.902721L 68.737066 142.210028L 66.48348 142.927078L 52.501004 149.431747L 38.262438 155.355946L 36.674684 156.175432L 35.34302 157.01199L 34.250372 157.899767L 32.969926 159.265576L 32.15044 160.597241L 31.860205 161.433799L 31.774842 163.363005L 31.996786 164.267854L 33.294305 166.675094L 35.240584 168.962825L 37.186863 170.618869L 40.242862 172.821237L 49.410859 178.643001L 51.152266 179.94052L 51.152266 179.94052,0
2,Bahrain International Circuit,Bahrain,Sakhir,15,5.412,56,Formula 1 Bahrain Grand Prix,M 212.842243 252.810734L 183.072694 252.574096L 142.887687 252.292787L 96.102619 252.318529L 51.670936 252.491808L 45.438139 252.352122L 41.548043 252.054055L 38.717087 251.387186L 37.757815 250.961248L 36.293697 249.965882L 35.633222 249.325315L 35.042994 248.503626L 34.600384 247.523636L 34.428406 246.253429L 34.658978 244.816018L 35.059423 243.857637L 35.831582 242.579984L 36.587151 241.558153L 38.207383 239.714875L 41.903164 235.910322L 43.320342 234.099659L 44.970761 230.928066L 45.746724 228.297494L 46.005136 226.195481L 44.574765 215.93363L 42.978568 210.425082L 41.625811 206.771304L 40.359002 202.655088L 40.002907 200.497961L 39.708642 194.994997L 39.789977 190.014926L 39.979273 186.664638L 40.477401 181.925255L 41.097977 177.768654L 44.712177 156.278639L 50.270817 122.494602L 54.346079 95.934683L 58.019439 71.022351L 59.063607 66.570191L 60.328958 63.335472L 61.796798 60.782836L 63.243029 59.073256L 64.760722 57.948238L 67.459114 57.011708L 70.542007 56.853002L 72.899842 57.128004L 75.3484 57.808227L 78.385406 59.259152L 79.795866 60.179819L 81.874815 61.970492L 85.211588 65.427365L 87.265367 67.95912L 93.207947 75.868315L 96.222212 79.591693L 99.467695 83.358046L 102.302293 86.321971L 107.593786 90.935748,L 111.75759 93.955353L 115.647768 96.448504L 121.533858 99.816353L 126.697237 102.954198L 130.721436 106.361542L 132.74527 108.766721L 134.340172 111.3145L 135.887729 116.161116L 136.337624 121.735218L 136.42592 128.649209L 136.665556 131.856897L 137.036786 134.447408L 137.898051 137.914155L 138.801076 140.383998L 141.375482 145.39895L 143.497162 148.413294L 147.045893 152.092484L 150.928382 155.096389L 155.783172 158.168437L 160.184993 160.694769L 166.220482 163.955304L 170.778823 166.578268L 174.464165 169.053047L 176.21939 170.344539L 179.398429 172.939096L 180.996568 174.848656L 181.958268 176.805964L 182.372148 178.425064L 182.430013 180.08212L 181.824166 181.736829L 180.716144 182.89859L 179.845249 183.541584L 177.06358 185.017032L 174.918917 185.730032L 172.890146 186.107169L 171.261254 186.240624L 167.661375 186.213189L 162.949266 185.765158L 157.740323 184.977136L 148.108274 183.24603L 139.451198 181.659546L 128.786069 179.581652L 122.470237 178.525993L 115.596226 177.566398L 110.652007 177.049899L 106.686322 176.779996L 101.708922 176.775141L 87.527435 180.716144L 82.69037 183.999018L 79.93039 186.826494L 78.590583 188.659979L 77.893122 189.883975L 76.894842 192.726504L 76.856077 194.54008L 77.093851 195.501699L 78.412455 197.446545L 79.953943 198.464733L 81.584049 199.096964L 85.187812 199.966564L 88.802825 200.427383L 95.893811 201.022061L 104.358758 201.492186L 112.893062 201.755695L 137.720498 202.267012L 155.058848 202.47832L 175.510927 202.682991L 198.569541 202.975309L 237.821093 203.569983L 246.3278 203.043204L 251.848811 201.803911L 254.793232 200.603547L 257.361163 198.854796L 259.634991 195.993248L 261.635436 191.150354L 262.252208 188.346672L 262.474444 185.939631L 262.328201 183.213642L 261.135768 178.303576L 258.978155 173.529313L 255.620582 168.745904L 253.868594 166.816193L 249.10744 162.770953L 243.218679 159.326624L 237.311871 156.827323L 229.740884 154.181942L 224.509361 152.016399L 221.023838 150.147224L 209.183351 139.99366L 205.295682 133.186822L 203.873567 129.73966L 202.511584 125.090758L 201.962468 121.79178L 201.906221 115.795543L 202.401435 112.434572L 203.114839 109.474369L 204.110448 106.555361L 206.067028 101.918193L 210.097295 93.073681,L 213.453814 85.401288L 214.385731 83.582047L 215.854461 81.054904L 217.532478 78.673599L 220.514773 75.634165L 222.285618 74.449259L 223.766569 73.733912L 225.963109 73.044625L 228.3971 72.576764L 230.97102 72.461357L 233.456321 72.731908L 234.64147 73.047861L 237.542998 74.273799L 240.627753 76.361163L 242.1571 77.76264L 244.625001 80.458603L 246.633135 83.145098L 247.818932 84.941435L 251.619439 91.445026L 267.546605 119.220764L 276.059788 133.497829L 312.198025 193.315405L 330.218059 222.549515L 332.495692 226.37519L 334.079345 229.33175L 334.881854 231.115948L 335.64673 233.284324L 336.44843 237.238113L 336.524424 240.145224L 336.273701 241.736484L 335.331425 243.989999L 333.890535 245.852539L 331.689302 247.869251L 329.400015 249.557223L 327.173854 250.860127L 323.830445 252.329667L 321.331548 253.13161L 316.235909 254.126329L 312.928028 254.420513L 306.83427 254.607787L 296.234129 254.390895L 277.892642 253.959375L 252.45337 253.469424L 224.895495 252.976883L 215.779299 252.861315L 215.779299 252.861315,0
3,Baku City Circuit,Azerbaijan,Baku,20,6.003,51,Formula 1 Azerbaijan Grand Prix,M 306.530374 113.088271L 333.553225 103.452892L 336.624393 102.517575L 338.748483 101.562252L 340.07401 100.579894L 340.682711 99.989587L 341.269606 99.249993L 341.951988 97.819124L 342.178827 96.882887L 342.169933 95.356531L 341.61112 93.016189L 336.388216 79.039094L 332.437457 68.773025L 327.049717 54.831735L 326.536314 53.886332L 325.751562 53.030409L 325.176092 52.703961L 323.692447 52.463247L 322.050286 52.703104L 318.861701 53.617452L 311.898349 55.889492L 301.024877 59.275098L 282.737094 65.057255L 275.287814 67.555675L 263.216361 72.034025L 234.87108 82.592667L 209.289876 92.422115L 207.183656 93.319116L 206.161287 93.887743L 205.220592 94.593981L 204.683438 95.232481L 204.367118 95.897368L 204.264601 96.440131L 204.29124 97.345209L 205.107466 99.862L 206.458775 102.910525L 207.29442 105.339448L 208.506883 109.906586L 209.298207 112.333185L 213.37896 123.228273L 213.670169 125.02127L 213.568615 126.393693L 213.163714 127.335413L 212.42366 128.170681L 211.182068 128.964851L 209.924091 129.506316L 205.673461 130.898326L 201.948434 132.154922L 192.279453 135.736983L 189.094865 137.140419,L 173.993197 144.882102L 172.952183 145.523825L 171.6873 146.479733L 170.985311 147.154037L 169.998097 148.46523L 169.609519 149.378176L 169.995168 152.761269L 170.917072 154.957681L 171.141191 155.769407L 171.174024 156.556294L 171.070733 157.11383L 170.486223 158.090581L 169.429723 159.027781L 166.539902 160.742953L 163.975043 162.193682L 162.349393 163.249199L 155.490797 168.045187L 143.817444 175.951726L 126.083159 188.133108L 124.277063 188.956951L 123.5454 189.066751L 123.029088 189.024878L 122.234333 188.642494L 121.465903 187.757798L 120.810118 186.419757L 119.686486 182.701699L 118.78214 179.039576L 116.160904 168.280236L 114.858061 162.893566L 114.283051 161.144953L 113.636746 160.47406L 111.342671 159.302006L 109.952252 158.695817L 107.853461 158.037689L 101.701918 156.974577L 100.370595 156.371485L 99.346363 155.56227L 98.821346 154.838475L 98.512454 153.948234L 98.411883 152.757806L 98.459699 150.997392L 98.306289 149.967154L 97.871464 149.218457L 97.158321 148.692206L 96.372145 148.428787L 93.790587 148.219421L 90.562201 148.479848L 87.717224 149.056658L 83.853813 150.409703L 79.96711 151.924487L 76.10215 153.30708L 71.922356 155.043535L 64.672293 158.263489L 59.87909 160.397416L 48.573807 166.086262L 44.293044 168.335931L 41.28386 171.763326L 39.081297 176.477408L 32.510228 194.443704L 31.964035 196.385403L 31.074861 201.47942L 30.875749 204.713352L 30.970985 213.355173L 31.149717 219.838458L 31.006603 223.134583L 30.009347 231.704334L 30.031214 232.135099L 30.439777 233.667586L 30.757897 234.099063L 31.640584 234.782344L 35.626101 237.035612L 41.722211 240.569833L 48.741396 244.58205L 53.070708 247.342212L 58.429673 250.808172L 62.325772 253.071568L 68.044792 256.734171,L 71.277489 258.370221L 73.790723 259.035255L 75.110244 259.015521L 76.252416 258.705018L 77.032209 258.242194L 78.792184 256.319664L 80.478875 253.534054L 86.888102 242.048009L 90.061807 237.17742L 92.650354 233.861311L 93.878594 232.473863L 95.661149 230.685847L 98.793358 228.020437L 106.862261 221.613845L 108.059468 220.535874L 111.478449 217.204029L 117.286488 212.101138L 118.674019 210.218346L 123.06774 198.463714L 124.239417 194.480772L 124.983929 192.712426L 125.913532 191.08711L 127.449576 189.197288L 130.936295 186.268983L 142.018819 178.894428L 164.313608 163.648428L 168.220379 161.468045L 171.963988 159.856875L 179.009727 157.426194L 194.398084 152.129107L 224.820936 141.220097L 257.91761 129.325318L 290.118874 118.968759L 298.696262 115.862811L 298.696262 115.862811,1
4,Circuit de Barcelona-Catalunya,Spain,Barcelona,16,4.657,66,Formula 1 Barcelona-Catalunya Grand Prix,M 264.115557 200.573109L 205.80205 201.182079L 184.592191 201.041758L 135.498724 200.392879L 124.625789 200.799245L 103.967362 202.143209L 97.517699 202.289411L 91.566137 201.974652L 87.440998 201.381245L 85.196301 200.80409L 82.992291 200.035523L 80.316761 198.583224L 79.024574 197.524994L 77.794418 196.0965L 76.941305 194.698135L 76.207246 192.97497L 75.323378 188.819245L 74.906021 185.762979L 74.110076 181.742644L 72.338503 177.998411L 70.55846 176.019572L 66.162685 172.934578L 61.811916 170.892793L 54.548511 167.965162L 51.139236 166.3569L 47.771648 164.474082L 45.069223 162.599275L 43.461021 161.223798L 40.380237 157.834806L 38.044986 154.154148L 36.532405 150.681697L 35.702097 147.921103L 34.877713 142.544319L 35.207036 136.445807L 36.892578 130.868972L 40.387978 125.326729L 43.211289 122.475811L 45.871857 120.390539L 48.412371 118.713212L 52.288218 116.636181L 55.092501 115.365025L 57.940246 114.203137L 61.184376 113.058816L 65.158475 111.852924L 69.219496 110.865567L 75.449078 109.872346L 77.921324 109.61427L 81.833163 109.328757L 96.265013 108.728577L 106.504687 108.320981L 112.141235 108.235349,L 119.745148 108.384505L 125.620346 108.666361L 129.707803 109.201744L 134.34014 110.703199L 137.779085 113.034648L 139.249894 114.664339L 140.191931 116.114949L 141.193537 118.461818L 141.727172 120.892605L 141.797383 124.091815L 141.435989 125.94891L 140.801811 128.148143L 140.168863 129.714114L 138.722344 132.440887L 137.395107 134.292746L 136.156022 135.729879L 135.126918 136.728167L 132.188789 139.021187L 129.721865 140.430738L 127.760823 141.26428L 123.819628 142.393808L 117.575711 142.983863L 111.616367 142.78415L 87.355707 141.545226L 82.115544 141.648426L 77.597338 142.355217L 76.48054 142.667999L 73.901573 143.820331L 72.701401 144.682227L 70.961212 146.829758L 70.082147 149.710491L 70.247521 151.912957L 70.412581 152.548221L 71.547575 154.973458L 72.314766 156.070142L 73.46378 157.331344L 75.62287 159.174019L 77.945476 160.718019L 82.355042 163.189093L 87.763125 166.139155L 92.215151 168.802642L 103.117781 176.021534L 106.282398 177.76118L 108.801422 178.930138L 111.984609 180.190253L 114.699051 181.067315L 120.695619 182.425283L 123.614263 182.812257L 130.293791 183.231735L 140.180311 183.465955L 142.451359 183.448531L 148.47797 182.312138L 149.636455 181.724799L 152.117171 179.701328L 154.102476 176.322181L 154.606042 174.345261L 154.848612 172.262849L 154.959484 168.368577L 155.192727 165.467272L 156.606488 160.149429L 157.198749 158.77487L 158.791217 156.145805L 166.397481 146.009051L 169.65177 141.365843L 171.472558 138.368518L 178.07876 126.818836L 180.190672 123.549958L 180.97034 122.548666L 185.925991 118.450481L 189.568738 116.607322L 194.566934 114.818868L 196.824649 114.315133L 201.723676 113.856005L 205.633283 114.286898L 211.255353 116.465533L 212.773858 117.321794L 249.0372 140.134322L 254.373697 143.18587L 263.811527 148.276198L 284.921869 159.865464,L 290.890397 163.551503L 301.694316 170.999488L 308.449292 173.652333L 311.408851 173.297779L 313.667797 172.160783L 315.875958 169.929334L 317.563359 166.853642L 317.954423 165.719734L 318.487345 162.8988L 318.49281 161.382841L 318.311642 159.960585L 317.636838 157.566478L 316.572429 155.122901L 315.840144 153.783562L 313.296915 150.375458L 310.381191 147.62173L 305.638271 144.679679L 300.814751 142.587423L 296.773216 140.894786L 293.013249 138.661818L 290.207565 136.331599L 287.365659 132.759979L 286.222883 130.44979L 285.688018 128.652264L 285.519869 126.149118L 286.214303 123.195797L 287.208959 121.339933L 288.747951 119.433054L 289.814736 118.492791L 292.090248 117.042554L 294.469019 116.047729L 296.881467 115.44351L 299.482321 115.129413L 301.164571 115.136881L 304.448699 115.451496L 307.38946 116.126589L 313.499844 118.125601L 318.539124 119.830256L 328.067797 122.68922L 331.176622 123.750141L 334.77831 125.315943L 336.608052 126.355061L 340.420808 129.51619L 342.575663 132.241563L 344.290442 135.390217L 346.399231 141.940279L 347.085679 146.554191L 347.303069 149.217848L 347.411191 151.924966L 347.524286 165.903178L 347.531321 172.22323L 347.329292 176.781663L 345.582577 185.31305L 344.95641 186.847119L 342.496123 190.892202L 339.93581 193.682321L 337.835143 195.486484L 333.454415 198.056378L 330.57577 199.12834L 328.246468 199.733561L 324.42733 200.288853L 321.303483 200.475114L 313.703347 200.543492L 293.035822 200.518446L 272.527806 200.527306L 272.527806 200.527306,0
5,Hockenheimring,Germany,Hockenheim,17,4.574,78,Formula 1 German Grand Prix,M 58.771278 202.656206L 50.703711 185.728906L 44.720786 173.575438L 36.986761 158.816167L 34.151647 153.479482L 34.255879 148.038564L 40.634886 134.69685L 43.636772 128.964083L 47.118125 123.544011L 49.723929 120.020965L 54.289296 114.600894L 59.375825 108.805587L 64.003732 103.719058L 74.385253 93.170766L 86.246871 81.163223L 105.092041 61.692659L 106.905681 60.337642L 108.740166 60.129177L 110.241109 60.837956L 111.471048 61.942816L 112.51337 63.235295L 113.32638 64.444388L 114.035159 65.71602L 114.723091 67.237809L 115.327638 69.009756L 115.682027 70.427313L 115.932184 72.282645L 116.036416 76.45193L 116.078109 79.161966L 117.787516 85.103198L 122.582195 89.647719,L 127.939727 93.254151L 137.216387 98.86184L 143.470315 102.218115L 151.683808 106.283169L 155.248547 108.013422L 163.649658 111.70324L 168.110793 113.45434L 172.238386 114.91359L 176.407672 116.268608L 180.597804 117.498547L 185.851104 118.853565L 190.520703 119.916733L 198.108803 121.33429L 205.94706 122.376611L 212.388606 122.939465L 217.183285 123.189622L 222.394892 123.314701L 227.606499 123.210468L 232.380331 122.918618L 237.779556 122.376611L 242.532541 121.688679L 246.222359 121.021593L 250.891959 120.000118L 256.332877 118.540869L 261.106709 117.039926L 276.97084 111.286312L 334.34021 90.314805L 336.38316 90.127187L 337.633946 90.835966L 338.301032 91.878287L 338.488649 93.08738L 338.238492 94.088008L 337.467174 95.067791L 333.81905 97.485976L 318.601157 107.346337L 267.569101 140.53385L 263.60828 142.326643L 258.855294 142.618493L 206.82261 135.489014L 205.050664 135.905943L 204.321039 136.906572L 203.924957 138.532593L 203.508028 141.617864L 203.382949 144.744829L 203.570567 148.288721L 204.216807 152.395468L 204.904739 155.022118L 205.884521 157.315225L 207.781546 160.275417L 211.20036 165.257714L 211.617289 171.386564L 208.948946 176.994253L 205.738596 181.080153L 203.091099 183.435799L 197.358332 187.229849L 165.671761 207.742734,L 154.101994 215.184909L 150.162019 217.519709L 144.533483 220.688366L 140.17658 222.085076L 136.861998 222.335234L 133.568262 221.939151L 130.211987 220.813444L 127.356027 219.104037L 124.729377 216.727544L 122.227805 213.934123L 94.585442 181.059306L 92.73011 179.391592L 90.541235 178.224192L 88.310667 177.723878L 86.434488 177.786417L 84.641696 178.265885L 82.994828 179.162281L 81.431346 180.517299L 80.451564 181.872317L 79.784478 183.414952L 79.388396 185.228592L 79.471781 187.521699L 79.867864 189.564649L 80.701721 192.566534L 82.390281 198.153377L 84.412385 204.282227L 87.039035 208.034584L 89.686531 210.035841L 92.896881 211.515937L 95.023217 212.370641L 98.421184 213.975816L 101.193759 216.164691L 103.695331 219.229116L 110.282802 228.860166L 111.512741 231.486815L 111.804591 233.759076L 111.325123 236.198108L 109.907566 238.69968L 105.529816 242.535422L 100.401595 246.121008L 95.982152 248.893583L 93.584813 250.123522L 90.541235 250.769761L 87.435117 250.477911L 84.912699 249.518976L 82.390281 247.68449L 80.47241 245.766619L 78.304381 242.973197L 76.636667 240.075544L 63.628496 212.808416L 61.21031 207.721888L 61.21031 207.721888,0
